 advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
1 1 1 1 1 1 1 1 1 1,533,1 1 1 1 1 1 1 1 1 1,10 69 64 5 99 89 6 38 57 96,3.0191,44.7045,1,6.6851 1.8768 0.7084 0.7316 0.5099 0.4554 0.4399 0.6992 0.9436 1.0541
1 1 1 1 1 1 1 1 1 1,483,0 1 0 0 1 0 1 0 1 1,29 87 39 29 72 3 76 50 42 56,79.6193,10.9023,1,1.1135 0.4487 0.4633 0.7763 1.1355 0.5758 1.4320 0.9358 0.7113 0.8790
1 1 1 1 1 1 1 1 1 1,462,1 1 1 1 1 1 1 1 1 1,6 7 60 70 30 58 8 69 81 73,52.1501,98.7929,0,5.6230 2.1098 22.4264 1.5649 1.7097 4.3723 1.7196 1.0451 1.0304 0.9375
1 1 1 1 1 1 1 1 1 1,530,1 1 1 1 0 1 1 1 1 1,64 34 18 8 19 85 72 83 83 64,117.0658,89.0649,0,11.2814 5.7427 10.8955 15.4949 4.0622 10.5519 5.0557 14.3602 2.9592 2.7276
1 1 1 1 1 1 1 1 1 1,526,1 1 1 1 1 1 1 1 1 1,52 36 74 65 57 49 87 60 23 23,49.6784,31.9355,1,4.8934 5.5520 5.3920 7.2158 5.5201 2.3763 4.7276 2.9278 10.3759 3.1283
1 1 1 1 1 1 1 1 1 1,698,1 0 1 1 1 1 1 1 1 1,98 14 100 47 54 89 79 77 88 52,17.2459,36.6568,1,8.7427 4.4849 0.5802 0.5189 0.4716 0.5072 0.3733 0.5209 0.5052 0.4557
1 1 1 1 1 1 1 1 1 1,585,1 1 1 1 1 0 0 1 1 1,90 95 50 14 66 42 36 74 53 65,52.9313,162.6232,1,15.2854 4.2549 5.4501 3.6081 3.9197 1.4053 2.7829 2.5895 2.6959 2.0172
1 1 1 1 1 1 1 1 1 1,538,1 1 1 1 0 0 0 1 0 1,51 54 73 74 13 95 10 54 35 79,45.9047,168.1975,1,5.4217 2.2397 1.1519 1.6718 5.1675 9.0232 5.4316 0.5360 8.4872 3.9118
1 1 1 1 1 1 1 1 1 1,472,0 0 0 0 0 0 0 0 1 1,77 24 31 16 31 80 27 39 94 53,217.7137,27.7501,2,2.7052 0.8001 0.9279 1.0796 0.8237 0.7917 0.7669 2.7121 2.5514 0.7037
1 1 1 1 1 1 1 1 1 1,662,1 1 1 1 1 1 1 1 1 1,12 37 76 92 52 96 76 84 68 69,75.5137,62.7362,0,5.9229 5.1596 4.8009 4.3365 4.9998 6.0562 3.7517 1.8946 4.0479 2.2808
1 1 1 1 1 1 1 1 1 1,581,1 1 1 1 1 1 1 1 1 1,69 18 66 37 90 94 10 69 59 69,51.3794,34.7916,1,5.7685 3.5208 7.7632 3.7048 2.3319 4.8276 4.9053 1.2286 3.1707 1.5610
1 1 1 1 1 1 1 1 1 1,425,1 0 0 0 1 1 1 0 1 1,0 47 20 47 95 20 73 53 19 51,10.3208,38.6078,1,6.8682 1.7977 1.4784 1.5650 1.0239 1.2046 1.2401 1.1304 1.0156 1.0035
1 1 1 1 1 1 1 1 1 1,582,1 0 1 0 0 1 1 0 1 1,56 3 75 64 48 46 59 67 89 75,95.0938,116.1206,2,7.6661 5.2888 6.5891 4.3767 4.1664 4.5743 11.2913 4.2222 3.9004 6.6845
1 1 1 1 1 1 1 1 1 1,298,0 1 0 1 1 1 1 0 0 1,13 4 5 24 69 73 11 45 32 22,44.6428,111.0525,1,22.8722 8.3213 3.4532 1.1449 5.3638 4.8115 3.5237 1.0118 2.5912 1.2671
1 1 1 1 1 1 1 1 1 1,540,1 1 0 1 1 1 1 1 1 1,38 97 1 16 61 20 87 52 97 71,4.7146,22.0311,1,2.1327 1.1436 1.0237 0.5678 2.2077 4.4397 4.1201 4.1279 0.7278 6.9596
1 1 1 1 1 1 1 1 1 1,601,0 1 1 1 1 1 0 1 1 1,19 79 92 84 94 37 17 82 77 20,27.4702,35.0323,0,6.7448 7.2281 3.3898 3.1667 2.1249 2.3978 2.5065 1.2395 0.9687 8.2096
1 1 1 1 1 1 1 1 1 1,471,1 1 1 1 1 1 1 1 1 1,39 67 46 72 19 96 54 18 46 14,48.9523,116.2639,2,9.0203 3.6069 1.0077 1.4158 3.0725 1.3997 0.7681 0.7447 0.6958 0.7926
1 1 1 1 1 1 1 1 1 1,356,1 1 0 1 0 1 1 0 0 1,38 26 43 50 13 34 62 50 31 9,36.5989,216.8518,0,21.7661 4.1112 1.1761 4.0793 4.1753 2.3030 1.1592 2.9680 1.8638 1.1117
1 1 1 1 1 1 1 1 1 1,503,1 1 0 1 0 1 1 1 0 1,79 49 27 19 45 97 71 31 2 83,74.696,51.352,0,5.5720 1.1920 2.6640 0.9120 2.2650 2.9430 0.6800 0.6090 0.9580 0.6080
1 1 1 1 1 1 1 1 1 1,432,0 1 0 1 0 1 0 0 1 0,26 81 11 68 5 16 42 59 97 27,17.6266,46.559,2,2.1540 4.2947 0.6314 0.5357 0.7596 0.5202 0.6636 0.9677 0.6237 1.9428
1 1 1 1 1 1 1 1 1 1,185,0 0 0 0 0 0 0 0 0 0,2 38 4 0 28 29 24 3 33 24,50.2699,25.6117,1,6.5793 2.8236 1.7272 2.8954 1.6716 0.6877 1.7258 1.3757 2.2316 1.7832
1 1 1 1 1 1 1 1 1 1,742,1 1 1 1 1 1 1 1 1 1,64 39 50 76 100 100 54 90 86 83,4.8872,15.594,0,3.0253 0.8156 0.7918 0.7841 1.5115 0.6650 1.1517 1.6719 0.7357 0.7675
1 1 1 1 1 1 1 1 1 1,632,1 1 1 1 1 1 1 1 1 1,65 22 79 78 20 97 99 23 60 89,29.9007,37.0076,2,4.0872 1.0478 2.7840 1.6878 0.6639 1.4959 1.1518 1.7678 0.5754 0.7358
1 1 1 1 1 1 1 1 1 1,378,0 0 0 0 0 0 0 1 0 0,5 60 91 12 50 18 31 48 42 21,2.6768,22.1898,2,0.9773 1.4962 1.1677 0.8240 0.9762 1.6161 1.6399 0.7275 0.8961 2.7837
1 1 1 1 1 1 1 1 1 1,404,1 1 1 1 1 1 1 1 1 1,4 5 99 74 59 74 3 48 27 11,30.6741,45.7811,1,3.0253 1.4722 1.0973 1.0448 0.8681 0.8543 0.8692 0.8237 0.8009 0.8005
1 1 1 1 1 1 1 1 1 1,663,1 1 1 1 1 0 1 1 0 0,49 63 88 99 26 36 73 91 89 49,11.8249,128.6599,1,13.5019 9.6999 8.4358 6.4396 9.3640 2.2978 3.4558 9.4355 3.6795 4.2441
1 1 1 1 1 1 1 1 1 1,405,1 1 0 1 1 1 0 0 1 1,48 54 17 92 98 23 33 16 23 1,3.8091,62.1069,2,3.8346 1.3121 0.5960 0.5516 1.0197 3.6452 0.5507 1.9799 0.3634 7.4738
1 1 1 1 1 1 1 1 1 1,573,1 1 0 0 1 1 0 0 1 0,33 63 98 32 89 35 99 56 29 39,487.4782,96.7196,1,13.1247 9.1757 1.2636 10.1201 0.8314 9.5120 1.1997 1.9117 1.9999 1.1998
1 1 1 1 1 1 1 1 1 1,574,1 0 1 1 1 0 1 1 1 1,91 10 91 83 51 19 20 20 94 95,75.7997,72.6334,0,50.8764 15.0825 2.5981 1.7760 1.7607 2.7282 1.5850 1.2399 1.2628 0.7953
1 1 1 1 1 1 1 1 1 1,561,1 1 1 1 0 1 0 1 1 1,95 65 99 12 3 78 12 12 90 95,19.4734,45.6087,0,8.6417 5.3235 2.2796 5.1781 1.0725 2.0577 3.3059 2.4957 1.5180 3.8296
1 1 1 1 1 1 1 1 1 1,546,1 1 1 1 1 0 1 1 1 1,32 86 97 41 4 25 70 73 34 84,69.8885,44.646,0,9.0569 7.5641 7.7280 15.2961 6.0019 1.3460 1.4638 1.7620 1.0559 51.5679
1 1 1 1 1 1 1 1 1 1,566,1 1 0 1 1 1 1 1 1 0,85 90 37 48 73 7 66 51 51 58,10.5796,18.8484,0,7.7105 5.9196 1.8479 1.1520 1.4639 1.7118 0.9919 0.9039 0.7838 1.0879
1 1 1 1 1 1 1 1 1 1,482,0 0 0 0 0 0 0 0 0 0,28 84 25 83 41 19 22 36 96 48,190.0092,29.0804,0,11.9804 4.0874 4.7677 7.6637 2.6958 2.2958 1.1439 1.2079 2.2475 0.9601
1 1 1 1 1 1 1 1 1 1,460,1 0 0 1 0 0 1 0 1 0,47 85 92 57 37 13 50 20 28 31,110.7833,106.9998,0,10.7245 0.6878 0.8558 1.1439 0.2322 2.3360 1.6319 0.7119 0.6160 0.4559
1 1 1 1 1 1 1 1 1 1,191,0 0 0 0 0 0 0 0 0 0,14 50 16 22 29 4 10 11 2 33,6.9234,33.4072,2,2.4923 0.7196 0.7679 1.0799 1.1278 0.9998 1.0719 1.0878 0.7358 0.9918
1 1 1 1 1 1 1 1 1 1,622,1 1 1 1 1 0 0 0 1 1,62 85 67 50 71 87 45 23 63 69,22.684,35.9,1,2.4620 0.9620 0.9220 0.6660 0.7420 0.6950 0.5870 0.6310 0.6380 0.6390
1 1 1 1 1 1 1 1 1 1,440,0 1 0 1 0 1 1 0 0 1,42 45 71 49 44 20 21 47 29 72,4.1306,28.8081,0,2.3159 0.8318 0.7758 0.8399 1.2639 1.4483 0.8719 0.9917 1.0477 0.7838
1 1 1 1 1 1 1 1 1 1,494,1 0 1 0 1 1 1 1 0 0,79 26 79 3 49 6 99 66 69 18,169.5945,20.6474,1,4.3957 0.6878 0.9279 0.8319 0.6880 1.5599 6.6557 0.9598 0.9677 1.5599
1 1 1 1 1 1 1 1 1 1,354,0 0 0 0 0 0 0 0 0 0,4 84 40 36 0 34 32 30 31 63,6.8266,70.2209,2,60.6364 7.4713 4.0157 4.2316 2.3757 1.2396 1.9837 1.3117 1.8158 1.7517
1 1 1 1 1 1 1 1 1 1,404,0 0 0 1 0 0 0 0 0 0,32 42 14 14 93 36 95 22 28 28,196.9636,67.7502,0,14.8116 14.3063 1.7281 4.7840 0.9272 1.2473 3.6811 1.3552 1.0706 1.5308
1 1 1 1 1 1 1 1 1 1,276,0 0 0 0 0 0 0 0 0 0,3 1 15 23 26 3 45 40 34 86,7.3342,9.5536,0,1.6814 1.0234 2.9913 1.0395 0.9994 0.7838 1.0799 0.9038 0.9915 0.8716
1 1 1 1 1 1 1 1 1 1,514,1 1 0 1 0 0 1 0 0 1,64 38 30 60 93 46 44 61 22 56,32.9017,41.7656,1,6.1083 2.5355 2.0970 1.4181 1.7099 1.1933 0.8132 0.4022 0.6536 0.6385
0 0 0 0 0 0 0 0 0 0,317,0 1 0 1 0 1 0 1 0 1,2 37 15 64 82 36 8 40 22 11,43.1239,30.2573,0,10.1985 7.2911 2.9527 3.4292 1.8039 2.2949 2.2839 2.8381 1.2311 1.1180
0 0 0 0 0 0 0 0 0 0,491,1 1 1 1 1 1 1 1 1 1,80 91 53 8 0 53 32 20 95 59,21.622,51.327,2,8.7700 5.5910 2.8580 5.2310 1.4070 6.1830 2.0950 0.8240 2.0880 3.8970
0 0 0 0 0 0 0 0 0 0,259,0 0 0 0 0 0 0 0 0 0,1 14 31 4 57 12 50 11 24 55,81.4386,36.4368,0,4.8482 3.8266 1.4186 1.4653 0.9408 2.4552 1.2595 1.9300 0.9173 0.8849
0 0 0 0 0 0 0 0 0 0,560,1 1 1 1 1 1 1 1 1 1,70 97 29 6 3 33 76 96 58 92,20.974,37.1041,2,10.0485 2.6794 5.2959 2.6632 2.3843 2.4953 2.5272 1.3832 3.1837 0.9510
0 0 0 0 0 0 0 0 0 0,497,0 0 0 1 0 1 0 1 0 1,17 2 43 69 69 65 44 94 1 93,9.4106,35.0174,0,5.2052 2.0728 0.5848 2.7835 0.4569 0.9930 0.5900 0.5360 0.4480 0.4318
0 0 0 0 0 0 0 0 0 0,531,1 0 1 0 1 1 1 1 1 1,69 60 8 48 69 76 56 62 81 2,90.4773,16.3639,1,1.5108 0.6236 0.4232 0.9752 3.0959 1.3117 0.5359 1.2324 0.4884 0.6482
0 0 0 0 0 0 0 0 0 0,459,0 1 1 1 1 1 1 1 0 0,25 30 67 24 100 74 71 37 16 15,63.282,30.468,0,7.7040 4.3740 3.4220 6.2660 3.4840 5.8440 3.7040 4.6400 2.0940 4.0000
0 0 0 0 0 0 0 0 0 0,368,0 0 1 1 0 1 1 1 0 0,56 28 57 50 0 56 60 16 19 26,77.8568,41.0401,0,5.2666 1.8150 5.7277 3.3913 4.9517 0.7355 1.8714 0.7838 1.4787 0.7918
0 0 0 0 0 0 0 0 0 0,501,0 0 0 1 1 0 1 1 0 1,84 16 15 49 84 38 73 52 33 57,9.8317,45.216,1,4.9413 7.0398 7.4875 1.2159 1.5362 3.7919 1.3997 1.0559 1.0639 0.7361
0 0 0 0 0 0 0 0 0 0,347,1 0 0 1 1 1 0 0 1 0,34 51 0 18 7 32 49 9 96 51,85.4153,134.2707,2,10.1957 3.5037 5.8714 0.9285 3.5999 2.8319 1.1039 1.4794 1.3762 4.9839
0 0 0 0 0 0 0 0 0 0,529,0 1 0 1 0 1 0 1 0 1,41 33 10 90 37 82 16 92 55 73,112.2608,215.9941,1,3.6910 0.6235 0.4395 1.1039 1.0076 0.7119 0.7763 0.9118 0.5838 1.6560
0 0 0 0 0 0 0 0 0 0,631,1 1 0 1 1 0 1 1 1 1,84 42 28 47 65 20 94 90 83 78,29.1108,25.2232,1,8.3160 2.6979 1.6575 1.6280 1.1284 1.3970 0.9833 1.0598 1.1756 1.2428
0 0 0 0 0 0 0 0 0 0,334,0 1 1 0 1 1 0 0 0 1,43 23 38 8 44 8 21 73 34 42,8.3845,16.2571,0,4.6198 0.9022 1.2412 0.5270 0.5048 0.5839 0.7438 1.0716 3.8871 0.7752
0 0 0 0 0 0 0 0 0 0,414,0 1 0 1 0 1 0 1 0 1,22 6 20 54 49 3 20 43 98 99,3.4749,13.879,0,1.9926 0.6871 0.5916 0.3113 0.3843 0.4478 0.7359 0.3442 0.5272 0.5999
0 0 0 0 0 0 0 0 0 0,494,0 0 1 1 1 0 1 0 1 1,68 19 81 72 46 31 18 22 69 68,34.6388,29.019,1,7.9420 1.5881 4.6200 2.5317 1.1438 0.9117 1.2478 0.7562 0.8479 1.3921
0 0 0 0 0 0 0 0 0 0,485,0 0 1 1 1 0 1 1 1 1,76 17 91 63 44 21 51 33 57 32,48.2112,32.1585,0,6.8132 2.3397 0.9640 1.0738 1.2101 1.1268 1.1033 1.5208 1.0211 1.3895
0 0 0 0 0 0 0 0 0 0,490,0 1 0 1 0 1 0 1 0 1,72 86 80 44 31 54 48 66 9 0,19.9985,13.2244,0,3.2304 0.4801 0.7687 0.4641 0.4877 0.6313 0.9918 0.6787 0.5597 0.6239
0 0 0 0 0 0 0 0 0 0,324,0 1 1 1 0 1 1 0 1 1,12 47 26 6 4 76 48 7 40 58,4.5748,55.6789,1,2.5241 0.7998 2.4478 6.1998 0.8477 2.3599 1.6319 1.0640 0.8318 1.3518
0 0 0 0 0 0 0 0 0 0,629,0 0 0 0 1 0 1 0 1 1,67 88 15 12 74 49 56 89 87 92,165.839,80.162,0,18.2300 10.3910 3.9220 2.4830 2.6870 2.3150 1.5840 3.9000 1.5160 1.2740
0 0 0 0 0 0 0 0 0 0,500,0 0 0 0 1 1 0 1 1 1,36 68 71 18 44 53 2 84 37 87,48.0753,27.3705,0,5.1395 2.3361 1.6481 5.2265 1.5060 1.6454 1.6579 0.9440 1.1322 0.7752
0 0 0 0 0 0 0 0 0 0,561,1 1 1 1 0 1 1 1 1 1,96 55 77 67 0 63 99 74 1 29,51.4768,71.498,0,10.2489 10.7759 13.3120 4.6553 2.0239 0.4876 1.2638 1.5042 1.5279 4.6393
0 0 0 0 0 0 0 0 0 0,320,0 0 0 0 0 0 0 0 0 0,7 47 86 17 47 16 32 36 3 29,126.927,63.427,0,19.5890 34.5150 13.3600 6.1740 5.2220 9.3120 10.4660 3.8180 2.8720 3.5780
0 0 0 0 0 0 0 0 0 0,485,0 1 1 0 0 1 1 0 1 1,41 64 34 35 48 100 46 7 48 62,9.462,26.745,0,3.8190 5.3040 3.2560 1.1770 1.0080 6.1050 1.7680 3.7280 3.7360 1.6360
0 0 0 0 0 0 0 0 0 0,644,1 0 1 1 1 1 1 1 1 1,64 2 58 44 58 85 69 84 96 84,20.3556,139.6125,1,5.4084 1.1117 0.8637 0.8479 0.7040 0.7038 0.9276 0.9838 0.7686 0.6722
0 0 0 0 0 0 0 0 0 0,220,1 1 0 1 0 0 1 0 1 0,63 27 6 4 21 31 39 13 16 0,42.297,58.538,1,6.2830 6.3500 2.3000 1.5490 4.8910 6.3910 1.4660 2.7910 1.6150 5.3910
0 0 0 0 0 0 0 0 0 0,715,1 1 1 1 1 1 1 0 1 1,96 92 89 18 93 67 88 74 51 47,31.5375,72.4075,2,12.9990 7.7032 5.7758 7.2397 8.5195 4.1354 5.8234 5.3994 2.2077 3.0409
0 0 0 0 0 0 0 0 0 0,580,1 1 0 1 0 1 1 1 0 1,88 85 82 75 43 78 1 52 10 66,7.0529,19.8162,0,3.5551 3.8477 1.8159 2.6479 1.7679 0.9037 1.0805 1.9676 0.9917 1.4961
0 0 0 0 0 0 0 0 0 0,370,0 0 0 0 0 1 0 1 1 1,38 34 50 23 1 16 8 89 96 15,36.9926,76.9531,0,8.5880 2.8558 3.0917 1.6842 5.1046 3.9938 2.3497 2.9498 2.3736 1.1881
0 0 0 0 0 0 0 0 0 0,500,1 1 0 1 0 1 0 1 0 1,44 58 22 77 12 12 48 79 91 57,7.583,32.2,1,24.8800 0.9770 0.4660 0.8400 1.1840 0.7600 0.7040 0.9350 0.3760 0.6720
0 0 0 0 0 0 0 0 0 0,489,0 0 0 1 0 0 1 1 1 0,19 44 25 90 10 42 60 92 71 36,16.5847,34.2522,1,6.0199 4.1448 0.7764 0.5680 0.7591 1.3361 0.8244 0.6958 1.2161 1.0323
0 0 0 0 0 0 0 0 0 0,502,1 0 1 1 0 1 0 1 0 0,88 14 83 62 40 64 40 21 47 43,7.7366,555.5996,2,9.9422 6.8551 5.8156 3.1918 1.1916 1.9355 1.6879 2.5121 1.7919 2.0246
0 0 0 0 0 0 0 0 0 0,343,1 0 1 0 0 1 0 1 1 1,15 3 17 47 23 67 27 61 61 22,10.1064,57.5395,2,10.0579 3.6079 3.8700 1.2193 1.9402 1.3490 4.0896 1.4092 1.3296 1.4603
0 0 0 0 0 0 0 0 0 0,478,1 0 0 1 1 1 1 0 1 1,11 43 16 79 86 85 15 2 66 75,7.9056,170.2112,0,5.0197 0.8557 1.0878 0.8958 1.5759 1.3438 1.8718 0.7598 0.9517 1.6082
0 0 0 0 0 0 0 0 0 0,544,0 1 0 1 0 1 0 1 0 1,19 97 40 73 45 56 38 80 23 73,10.047,44.135,2,148.9370 3.6550 1.3040 1.0480 1.2550 1.2320 0.8640 0.8230 1.6640 0.8640
0 0 0 0 0 0 0 0 0 0,509,0 1 1 1 1 1 1 1 1 0,45 99 26 29 68 31 71 47 82 11,22.911,9.946,0,3.4090 0.7510 0.8630 0.8070 0.7350 0.7760 0.7190 0.6970 0.7440 2.3200
0 0 0 0 0 0 0 0 0 0,529,0 0 1 0 1 1 1 1 1 0,28 38 57 11 73 57 84 92 75 14,3.757,40.296,2,11.2930 7.2970 1.2630 0.7990 0.7000 0.8150 1.0070 0.9990 1.0060 0.9120
0 0 0 0 0 0 0 0 0 0,462,0 1 0 1 0 1 0 1 0 1,44 66 96 90 14 20 19 12 7 94,6.176,29.103,2,38.2060 0.9430 0.9760 0.9180 1.0150 1.4240 1.0960 0.8400 0.9920 1.4960
0 0 0 0 0 0 0 0 0 0,351,0 0 0 0 0 0 0 0 0 0,35 40 0 97 28 48 39 36 19 9,27.9233,22.9334,1,3.9179 1.6468 1.3745 1.4751 3.1227 2.1083 0.9457 1.0454 0.7360 0.7899
0 0 0 0 0 0 0 0 0 0,260,0 0 0 0 0 0 0 0 0 0,4 3 28 10 3 95 44 21 41 11,9.3711,41.0708,0,5.7276 5.1578 0.7077 0.7021 0.6438 0.6665 0.5640 0.4117 0.5303 0.5359
0 0 0 0 0 0 0 0 0 0,468,0 0 0 1 1 0 1 1 1 1,30 7 62 50 54 28 84 70 31 52,9.7667,195.1674,1,6.8781 8.2713 7.9435 1.1516 3.8235 1.1517 3.2476 1.2555 13.7673 3.1277
0 0 0 0 0 0 0 0 0 0,375,0 1 1 1 0 0 1 1 1 1,1 16 91 29 11 17 51 68 27 64,368.0148,35.2567,0,5.8068 11.8547 1.6791 1.0798 1.0078 3.4719 0.6712 0.9992 0.6395 0.5759
0 0 0 0 0 0 0 0 0 0,432,1 1 1 0 1 0 1 0 0 1,81 80 41 15 3 49 4 30 36 93,8.604,111.136,1,18.7840 27.5330 13.7810 3.1800 5.4970 5.7020 5.4880 3.1490 6.2530 7.2550
0 0 0 0 0 0 0 0 0 0,410,0 1 1 0 1 0 1 0 0 1,6 73 96 42 25 90 5 3 6 64,62.8783,27.9347,0,4.3057 2.9510 0.8946 1.2887 1.0471 0.5202 0.4651 0.4718 0.4646 0.3989
0 0 0 0 0 0 0 0 0 0,446,0 0 0 0 0 0 0 0 0 0,49 3 64 41 22 45 85 33 38 66,79.5968,88.7774,1,17.6160 5.2304 3.2499 7.6098 3.8495 2.2802 3.0409 2.1293 2.9092 2.8571
0 0 0 0 0 0 0 0 0 0,423,0 0 0 0 0 0 0 0 0 0,95 43 15 57 13 49 70 34 21 26,246.1808,73.8153,0,24.1241 5.8795 2.5119 4.6319 2.9678 2.1920 1.5040 1.8077 1.3439 1.1834
0 0 0 0 0 0 0 0 0 0,574,0 0 1 0 1 1 0 0 1 1,93 13 41 28 79 57 97 14 96 56,55.5123,35.3771,1,8.0315 1.4805 0.9610 0.7234 0.8479 0.9743 0.7079 0.6552 0.7445 0.7173
0 0 0 0 0 0 0 0 0 0,398,0 0 0 0 0 0 0 0 0 0,42 33 50 47 35 35 6 39 22 89,19.0033,82.006,1,8.7293 2.8236 4.1064 1.2960 1.4077 2.0239 1.5840 4.8318 1.5360 4.1996
0 0 0 0 0 0 0 0 0 0,335,0 1 0 0 0 1 1 0 0 1,24 14 35 47 39 44 29 36 48 19,72.6416,224.2571,1,11.9721 0.8933 0.6239 1.2164 1.5475 0.5843 0.4914 0.7996 0.6319 0.4457
0 0 0 0 0 0 0 0 0 0,267,0 0 1 0 0 1 1 0 1 1,54 24 10 14 3 37 14 0 54 57,7.0298,57.6629,2,7.0152 4.5996 5.9095 3.3797 1.4750 0.9122 0.9238 0.6570 0.6499 0.5606
0 0 0 0 0 0 0 0 0 0,599,0 0 1 1 1 0 1 1 1 1,50 88 67 85 52 35 77 68 40 37,46.027,30.3211,0,12.4973 14.6023 8.5821 2.0470 3.3525 0.9146 0.7854 0.9628 0.8898 1.4148
0 0 0 0 0 0 0 0 0 0,413,0 0 0 1 1 0 1 0 0 1,98 3 14 75 12 32 19 37 28 95,59.1866,39.6289,0,6.0565 4.8045 11.2574 1.5320 5.6346 1.4163 1.0922 1.0780 0.8479 1.7623
0 0 0 0 0 0 0 0 0 0,499,0 1 0 1 1 0 1 1 0 1,17 8 13 72 77 48 93 55 16 100,136.6109,75.536,1,8.2209 1.8690 2.2438 0.7209 1.6514 0.7318 0.6741 0.6334 0.6327 0.8303
0 0 0 0 0 0 0 0 0 0,519,0 1 1 1 1 1 0 0 1 0,41 83 84 71 54 60 60 38 21 7,91.7796,50.3024,0,13.3184 9.0113 7.7236 10.8930 4.1297 2.8853 8.1129 2.5788 0.8340 4.9252
0 0 0 0 0 0 0 0 0 0,329,0 1 1 0 0 1 1 0 1 0,23 35 54 33 37 35 21 39 22 30,47.571,100.043,2,6.4910 12.0360 4.6640 3.6630 6.6770 1.5040 1.0720 0.7410 1.8330 1.7850
0 0 0 0 0 0 0 0 0 0,448,0 1 1 1 0 0 1 1 0 1,11 11 13 21 52 27 85 58 79 91,46.1419,237.4303,1,15.0481 5.3299 6.2084 12.2745 2.5846 2.0522 2.0332 1.3876 1.4829 0.8229
0 0 0 0 0 0 0 0 0 0,471,0 0 1 0 0 1 1 1 1 0,36 38 14 23 37 95 78 88 43 19,65.5928,152.8952,1,11.6624 6.7754 2.2160 1.4478 4.8715 1.7039 2.9753 2.7357 1.8239 1.0559
0 0 0 0 0 0 0 0 0 0,542,1 1 1 1 0 1 1 1 1 1,13 96 62 45 99 23 50 24 100 30,29.171,82.708,2,17.5280 3.4130 2.7960 2.8330 1.5480 1.4720 2.4050 3.0340 2.4070 1.5420
0 0 0 0 0 0 0 0 0 0,548,0 1 1 0 1 1 1 0 0 0,48 71 39 19 62 69 58 59 67 56,57.6369,42.0894,0,4.5153 6.7330 6.6080 8.0144 27.3016 3.8120 5.6244 4.8668 3.3866 13.7780
0 0 0 0 0 0 0 0 0 0,387,0 0 0 0 0 0 0 0 0 1,6 31 45 45 38 48 49 31 44 50,106.918,45.92,0,4.3260 22.2400 4.8230 3.1850 1.8000 23.2330 4.7780 3.8640 2.5520 4.5130
0 0 0 0 0 0 0 0 0 0,370,0 0 1 1 0 1 1 0 1 1,10 37 48 5 42 51 55 11 94 17,28.7836,66.3642,0,12.0703 2.1879 1.9740 2.2100 0.9759 1.4620 0.8699 0.8080 1.0879 3.5080
0 0 0 0 0 0 0 0 0 0,337,0 0 0 0 0 0 0 0 0 0,35 11 27 19 40 85 57 41 13 9,96.0026,147.3035,1,23.8075 4.4797 8.6879 3.5118 1.5039 4.7919 1.4559 1.7999 1.7278 1.5840
0 0 0 0 0 0 0 0 0 0,257,0 0 0 0 1 0 0 0 0 0,14 94 42 8 3 2 47 12 32 3,11.2344,132.7976,2,9.4966 2.2594 1.7297 1.4401 2.8100 1.7003 1.5999 1.4104 1.0200 1.1295
0 0 0 0 0 0 0 0 0 0,385,1 0 1 1 1 1 1 0 1 1,54 3 69 24 74 61 23 16 4 57,43.565,21.767,0,4.0334 1.4422 0.6448 0.8378 0.7177 1.7761 1.0708 4.6735 0.6411 0.7374
0 0 0 0 0 0 0 0 0 0,602,1 1 1 0 1 0 0 1 0 1,88 65 79 42 50 99 40 6 37 96,34.0597,18.9223,0,5.2283 3.6240 1.2957 6.5928 0.8394 0.7599 0.8998 0.6955 1.0236 0.8475
0 0 0 0 0 0 0 0 0 0,624,1 1 0 1 1 0 1 0 1 1,92 72 82 63 59 69 20 32 55 80,305.2725,229.8939,0,16.0471 1.3598 2.1358 0.6639 3.3998 0.6398 1.0719 2.4719 1.1678 1.2077
0 0 0 0 0 0 0 0 0 0,598,0 1 1 1 1 1 0 1 0 1,27 59 78 6 3 95 97 83 81 69,229.223,45.6316,0,12.3006 3.1837 2.3038 2.3918 1.0318 0.8960 2.8720 0.6495 0.7759 0.6239
0 0 0 0 0 0 0 0 0 0,489,0 0 0 0 1 0 1 1 1 0,31 21 50 34 77 15 93 68 29 71,42.042,24.9529,0,4.6229 2.9398 2.5558 1.9784 3.8259 5.1659 0.9269 0.8943 1.2090 1.5642
0 0 0 0 0 0 0 0 0 0,436,1 0 0 1 0 1 0 1 1 1,57 21 30 28 35 48 52 70 42 53,38.123,30.648,1,6.2960 4.4790 5.5430 0.7280 0.8170 0.9990 1.1360 4.2170 0.6950 0.8870
0 0 0 0 0 0 0 0 0 0,468,0 0 1 1 0 0 1 0 1 1,17 39 64 29 86 48 52 10 79 44,35.474,29.047,0,4.4240 6.4750 5.6420 4.4330 2.0070 1.8990 1.7440 2.1320 4.1260 2.1660
0 0 0 0 0 0 0 0 0 0,402,0 0 0 0 0 0 0 1 1 1,46 47 88 23 0 19 4 94 24 57,8.5127,34.1758,1,4.6944 0.8817 1.3175 1.5296 0.7918 0.8619 0.9616 0.5815 0.9275 1.0641
